GeneFamily	AD12	AD22	AD32	CK12	CK22	CK32
K03117	28.915	36.685	96.995	20.497	3.306	14.146
K03118	191.174	156.078	184.53	289.313	124.245	130.2
K03120	0.845	0.608	0	1.347	13.029	1.296
K03124	5.449	3.075	1.782	5.75	34.164	0
K03136	0	0	0	2.164	6.613	0
K03147	126.523	137.289	60.368	45.407	141.093	123.295
K03148	0	1.494	1.011	0.685	0	2.077
K03149	128.83	163.072	141.075	41.372	86.015	105.787
K03150	30.541	26.256	23.436	0.929	0	0
K03151	22.568	16.806	18.434	1.946	2.55	0.676
K03152	10.087	6.217	6.824	0	1.563	0
K03153	21.708	36.323	79.009	7.213	20.265	9.003
K03154	0	3.549	2.102	0	9.418	0
K03163	0	1.462	0	1.064	5.585	0
K03166	2.059	1.99	0	2.796	10.469	0
K03167	0	0	0	0.76	2.88	0
K03168	110.228	158.413	157.218	300.671	205.154	194.186
K03169	43.383	41.264	40.166	25.996	35.151	34.672
K03177	118.448	117.985	147.67	44.344	82.456	62.271
K03179	129.351	132.819	156.199	46.342	112.335	71.383
K03181	0.494	2.646	3.208	0.369	0.744	1.054
K03182	66.79	100.423	38.141	31.828	48.292	85.01
K03183	203.242	204.544	229.756	331.159	206.14	197.496
K03184	0	3.416	2.614	1.273	0.922	1.197
K03185	230.334	163.624	188.997	26.613	66.772	90.021
K03186	27.067	18.008	19.453	8.038	13.44	8.628
K03188	0	0.433	0	0.274	0	0.805
K03189	29.564	42.517	18.048	31.45	58.855	91.419
K03190	6.584	21.274	39.154	6.776	6.933	0
K03192	0	0	0.855	0.351	1.694	1.032
K03195	17.44	4.852	9.918	10.886	30.957	23.461
K03196	34.702	28.322	19.179	15.134	50.2	61.965
K03197	154.985	59.406	33.191	38.547	78.329	88.669
K03198	266.126	185.601	154.277	29.129	141.756	178.765
K03199	26.489	27.031	23.303	9.807	38.23	29.651
K03200	419.722	204.072	183.494	29.986	169.606	193.781
K03201	22.969	14.691	18.496	16.469	41.272	37.418
K03203	60.746	43.67	31.796	17.62	69.689	69.102
K03204	55.866	48.726	37.66	23.389	77.809	90.862
K03205	31.462	19.891	16.755	18.677	52.151	66.761
K03210	59.994	83.462	152.712	32.204	77.798	63.763
K03212	0	0	0	0	0	0.9
K03214	0	0	0	0	0	1.976
K03215	27.217	38.092	52.751	24.065	49.567	56.952
K03216	30.712	22.476	24.951	20.562	27.927	0
K03217	165.674	118.362	111.236	24.928	74.835	82.617
K03218	120.9	138.19	160.24	58.799	98.264	75.52
K03224	2.532	2.619	0	0	0	0
K03226	1.906	0	0	0	0	0
K03227	0.929	0	0	0	3.18	0
K03228	2.017	0	0	0	0	0
K03230	3.28	0	0	0	0	0
K03231	1.634	3.18	0	1.666	0	0
K03234	2.574	1.419	0.769	1.375	4.811	0
K03236	0	0	0	0.52	0	0
K03237	0.782	0	0	1.202	4.3	0
K03238	0	0	0	0	5.609	3.415
K03242	0	0	0	0	2.744	0
K03243	1.524	1.939	0	1.655	5.884	0
K03263	0	0	0	0	5.024	0
K03264	0	0	0	0.974	0	0
K03265	0	0	0.406	0.629	2.66	0
K03269	32.676	56.134	50.756	45.794	89.089	59.952
K03270	20.063	23.918	22.705	267.914	47.049	37.531
K03271	45.748	40.989	48.4	278.04	26.813	27.429
K03272	11.615	3.903	8.703	2.468	0.269	2.4
K03273	27.758	20.902	21.804	0.366	2.014	1.032
K03274	45.807	29.09	37.57	2.17	0	3.372
K03275	0	0	0	0	0	0.506
K03277	0	0	0	0	0	0.476
K03281	121.241	92.369	130.53	27.949	57.345	71.306
K03282	9.093	25.005	21.212	20.039	34.322	21.476
K03284	0	1.87	2.577	4.085	8.022	5.303
K03286	4.191	0.672	0.968	3.091	1.708	2.118
K03289	0	0	0	0	0	2.386
K03290	0	0	0	0	0	1.97
K03291	0.183	1.156	0.501	0.146	0	1.672
K03292	0.159	0.201	0.217	0.505	0	2.131
K03293	0	0	0	0	0	2.041
K03294	0	0	0	0	0	0.993
K03296	20.152	23.488	22.185	17.142	33.242	22.895
K03297	179.676	128.899	177.208	24.467	46.499	69.025
K03298	1.762	2.334	2.923	2.617	2.182	0
K03299	0.626	0.544	3.894	1.847	0	5.798
K03303	19.479	13.444	13.433	1.681	1.876	1.713
K03304	0.245	0.29	0	1.283	2.214	2.645
K03305	21.174	26.21	27.343	27.626	55.458	40.766
K03306	163.523	132.191	157.788	21.824	70.711	65.911
K03307	84.835	129.992	104.85	81.177	190.255	206.54
K03308	51.977	35.742	42.261	5.448	7.855	2.076
K03310	138.367	178.861	207.64	104.133	196.491	200.695
K03311	0.349	13.885	11.761	3.715	9.83	19.244
K03312	74.32	40.078	51.354	1.37	1.01	2.501
K03313	37.415	27.709	30.552	5.416	3.804	2.164
K03314	37.875	29.94	24.213	4.028	1.328	0.97
K03315	97.921	106.576	137.668	33.918	81.577	76.967
K03316	33.656	48.925	42.355	29.099	65.885	66.768
K03317	102.563	109.53	94.772	250.963	119.986	96.042
K03319	31.076	37.968	25.45	15.88	40.084	41.506
K03320	331.616	317.824	262.188	112.563	243.36	283.8
K03321	193.637	255.606	231.081	129.561	272.384	270.526
K03322	0	0	0	0	0	0.804
K03324	25.817	52.815	38.798	24.726	63.663	72.003
K03325	190.531	256.007	159.142	311.298	337.971	311.2
K03326	0	0	0	0	0	1.072
K03327	53.93	101.418	128.254	48.882	96.639	93.756
K03328	0	0.347	0	0	0	0
K03332	0	0	0	1.229	2.389	0.323
K03335	4.845	6.253	3.605	5.964	14.736	23.585
K03336	17.945	24.782	30.461	12.406	24.718	37.983
K03337	13.182	8.43	7.366	10.347	21.17	53.519
K03338	20.839	46.862	89.564	12.595	14.058	9.959
K03365	137.583	93.174	65.05	10.764	53.725	61.066
K03366	2.162	4.088	0.542	2.792	5.292	10.003
K03367	0	0	0	0.21	0	0
K03379	0	0.165	0.357	0.73	2.017	0.307
K03381	0	0.597	0	0.566	1.824	0.556
K03385	36.454	24.911	24.206	3.308	1.31	5.576
K03386	229.568	287.107	213.109	347.39	336.718	348.893
K03387	0.559	2.144	4.214	3.742	0.503	2.741
K03388	10.026	0	0	0	0	0
K03389	1.408	3.226	0	0.196	0	0
K03390	10.812	15.875	2.084	8.637	24.444	24.465
K03392	96.972	192.792	111.944	159.882	336.796	267.235
K03394	76.875	87.059	99.386	16.123	40.899	22.026
K03399	0	0	0	2.478	8.166	0
K03402	70.405	47.351	52.252	4.783	3.805	3.491
K03405	32.431	41.75	38.597	35.559	108.515	129.534
K03406	176.816	145.723	192.749	28.932	29.445	20.726
K03407	31.067	21.444	19.201	0.073	0	1.217
K03408	216.519	171.407	194.041	21.695	61.679	51.674
K03409	84.883	49.179	64.143	3.581	9.837	4.645
K03410	0	0	1.177	0.343	0	0
K03411	27.774	41.8	93.746	16.313	22.804	9.21
K03412	36.392	66.599	101.54	16.715	18.252	12.298
K03413	209.858	241.552	296.921	52.595	112.908	118.517
K03414	5.414	5.636	4.405	2.154	2.272	0.692
K03415	78.043	60.382	63.839	6.678	1.958	0
K03417	25.423	16.635	19.893	6.184	2.939	5.166
K03424	138.102	136.646	156.603	48.96	84.311	91.425
K03426	27.986	8.968	10.479	4.909	20.88	9.289
K03427	198.993	248.032	197.914	90.058	220.21	223.989
K03430	29.376	20.912	22.199	5.459	13.661	13.185
K03431	137.783	87.736	65.474	14.763	41.87	59.367
K03432	1.631	0	1.43	5.848	46.426	27.616
K03433	1.468	4.357	0	0	9.901	37.73
K03435	11.672	0.277	6.961	1.087	0	1.002
K03437	0.684	1.212	4.481	2.502	3.72	0
K03438	160.294	134.367	141.748	39.57	94.794	97.01
K03439	186.674	143.205	191.933	295.067	112.752	99.265
K03442	58.608	97.28	128.07	25.55	38.934	51.208
K03446	18.674	41.472	81.537	9.489	15.329	13.788
K03449	115.862	70.526	60.955	5.636	21.641	45.209
K03451	181.494	135.58	184.756	23.397	38.715	34.988
K03453	7.389	20.291	12.466	7.563	20.145	42.235
K03455	133.878	118.389	143.612	26.328	58.119	62.157
K03457	258.663	171.086	195.56	24.552	83.458	106.777
K03458	26.744	45.403	77.387	20.061	25.63	37.618
K03459	0	0	0	0	0	1.259
K03462	1.427	8.234	8.241	12.391	20.659	17.3
K03464	0	0	0.866	0	0	0
K03465	15.68	14.133	14.439	15.48	35.825	72.174
K03466	74.334	111.758	118.709	72.324	183.254	159.421
K03469	130.745	146.977	192.723	69.172	138.686	138.43
K03470	62.832	82.712	132	32.602	33.043	44.375
K03472	46.652	31.654	39.771	1.72	2.787	0.505
K03473	13.989	6.156	8.698	0.889	1.798	1.776
K03474	150.762	105.916	87.505	37.977	110.169	98.503
K03475	0.362	0.427	1.968	0.54	0.326	1.109
K03477	7.643	6.923	2.664	9.502	27.864	37.635
K03478	0.855	0	0	0.177	0.838	2.601
K03482	65.225	44.866	48.231	0	0	0.776
K03484	0.238	0	0	0	0	0
K03485	10.049	6.108	7.844	1.127	0	0
K03487	0.236	0	2.557	0.528	0	1.51
K03488	0	0	0	0	0	5.511
K03495	88.498	128.744	97.969	280.769	182.518	162.582
K03496	985.185	734.575	663.678	479.553	718.4	786.052
K03497	420.492	349.987	357.822	120.426	332.992	310.193
K03498	224.265	213.182	292.798	76.955	125.69	127.255
K03499	271.598	223.014	237.137	82.284	150.983	142.414
K03500	51.066	72.728	75.725	72.526	102.101	90.325
K03501	19.077	21.46	20.339	283.883	38.975	36.677
K03502	1.079	0.85	2.559	3.054	0.969	0
K03503	0	0	3.952	6.44	2.899	1.626
K03517	74.19	89.166	116.518	288.32	136.175	115.403
K03518	39.67	53.055	87.917	33.637	77.274	73.948
K03519	4.131	5.491	7.355	3.692	15.216	28.68
K03520	57.584	39.5	37.431	23.15	86.155	89.466
K03521	300.507	274.219	250.13	116.046	283.087	361.445
K03522	232.465	206.392	202.29	64.694	205.478	237.484
K03523	0.486	0	0	0.754	0	0
K03524	89.121	75.033	91.928	16.052	38.323	35.564
K03525	140.508	102.915	128.126	27.447	78.254	81.116
K03526	131.166	129.122	147.192	62.675	180.152	212.119
K03527	80.536	81.525	108.129	33.555	79.658	92.728
K03528	0.417	0.822	0.808	1.484	1.667	1.015
K03529	18.969	14.299	14.04	54.446	39.248	27.038
K03530	412.757	442.563	412.859	530.276	512.236	566.189
K03531	84.7	112.945	131.546	63.981	149.855	171.341
K03532	10.664	4.902	9.006	0.863	0.7	0.86
K03533	1.205	0.949	2.295	0.6	0	0
K03534	3.582	14.456	10.406	10.019	19.626	20.793
K03535	0	0	0	0	0	0.366
K03536	183.981	132.964	113.675	18.691	37.944	42.55
K03538	0.474	0	0	0	0	0
K03540	0	0	0	0	2.865	0
K03543	0.217	0.259	1.82	0.654	0.395	1.291
K03544	379.967	414.962	256.891	494.572	692.528	693.958
K03545	81.024	122.269	149.358	318.237	175.822	142.969
K03546	0.206	0	0.132	0.103	0.501	0.305
K03547	20.776	18.777	14.382	0.151	0.639	5.7
K03548	3.563	4.94	2.952	2.503	6.888	3.261
K03549	0	0	0	1.032	7.873	5.37
K03550	114.371	107.542	98.983	38.781	87.12	109.375
K03551	264.77	373.807	276.414	461.226	514.009	556.723
K03553	371.352	492.8	365.393	255.361	569.97	653.751
K03554	18.302	12.644	21.121	3.736	1.395	5.382
K03555	111.491	129.651	96.878	56.487	142.089	134.207
K03556	9.462	6.011	6.185	0.289	0.693	0.509
K03557	89.735	70.835	56.267	13.894	13.029	4.847
K03558	233.556	179.862	220.008	37.513	104.948	104.265
K03559	56.488	101.886	79.937	84.303	148.734	131.089
K03560	116.309	116.985	136.441	19.819	53.227	59.825
K03561	161.277	213.064	178.185	180.35	350.416	316.645
K03562	196.365	160.06	166.761	34.926	59.274	118.409
K03563	103.147	88.199	71.732	323.884	135.8	61.085
K03564	64.497	66.361	71.842	332.488	122.932	111.971
K03565	26.022	20.632	17.193	9.841	10.545	6.39
K03566	228.684	149.4	194.247	25.438	60.425	46.379
K03567	1.229	3.642	1.302	0	0	0
K03568	163.294	140.126	145.775	32.169	99.742	140.386
K03569	487.689	594.59	364.944	522.607	859.153	932.383
K03570	129.422	107.508	128.896	304.488	94.239	113.765
K03571	1.537	0	0.391	3.997	6.773	3.982
K03572	77.834	109.447	121.887	55.079	106.521	104.357
K03573	5.261	3.308	6.325	2.302	0	6.095
K03574	109.575	118.233	154.397	29.896	67.201	72.446
K03575	35.844	47.686	72.303	16.106	10.602	17.361
K03576	154.6	134.259	158.382	27.145	53.217	72.684
K03577	0	0.418	0	1.83	0.786	3.756
K03578	46.023	31.3	31.41	3.184	3.645	3.036
K03579	7.929	20.03	34.077	9.968	15.343	12.626
K03580	25.24	17.403	18.312	0.22	0	0
K03581	30.434	24.564	24.934	0.38	0	1.313
K03582	10.883	6.257	6.63	0.039	0	0
K03583	10.431	7.349	8.036	0.553	0	0
K03584	56.954	42.996	45.123	9.69	9.935	7.797
K03585	52.986	36.526	32.87	17.752	25.038	16.015
K03586	4.253	4.84	3.575	3.161	0	0
K03587	155.016	138.848	152.925	32.028	87.383	88.284
K03588	150.327	147.841	167.159	61.057	101.994	132.144
K03589	40.466	62.014	96.566	31.038	51.966	65.345
K03590	332.149	398.981	368.534	441.052	371.163	428.396
K03591	0	0	0	0	0	1.109
K03592	76.945	44.62	48.197	7.269	17.399	20.481
K03593	277.107	268.731	228.792	91.219	215.38	277.752
K03594	222.7	121.251	145.592	273.321	100.102	73.044
K03595	162.937	236.945	243.087	414.931	370.448	278.212
K03596	362.315	438.841	332.393	450.152	591.385	600.029
K03597	0	1.113	4.652	0.981	2.474	1.755
K03598	1.325	3.324	1.953	2.518	1.554	0.981
K03599	52.342	54.572	54.954	13.198	24.702	32.779
K03600	3.066	10.007	6.736	0.672	0	0
K03601	39.173	24.747	27.182	9.761	12.11	17.278
K03602	85.854	63.887	78.729	214.789	49.527	44.682
K03603	26.474	19.528	23.035	4.427	1.473	1.543
K03604	45.899	29.95	37.242	2.674	2.291	0.953
K03605	0	1.158	0	0	0	4.284
K03606	0	1.482	9.915	2.816	10.851	3.071
K03607	37.269	25.056	23.503	0.315	0	1.532
K03608	175.096	121.445	121.127	11.204	51.863	50.09
K03609	191.196	105.628	105.965	17.157	69.523	63.249
K03610	15.251	8.8	11.54	3.328	3.611	3.881
K03611	14.24	13.52	20.364	6.573	15.589	29.165
K03612	6.973	1.989	5.896	3.828	2.201	0.797
K03613	138.903	227.734	160.19	133.755	247.772	264.817
K03614	0.64	6.268	9.545	1.467	0.429	8.798
K03615	42.285	88.327	57.498	53.794	112.995	100.585
K03616	76.126	103.746	76.458	51.497	87.833	83.247
K03617	158.957	244.109	135.035	94.468	207.73	168.096
K03620	0	0	0.493	0	0	0
K03621	150.78	115.134	142.715	21.812	70.178	50.759
K03622	0.551	3.517	0.701	1.447	8.468	1.232
K03624	308.664	302.356	255.774	128.162	287.443	299.716
K03625	168.413	177.634	165.613	24.727	115.86	89.673
K03628	432.441	521.786	358.865	236.88	590.093	684.3
K03629	146.811	134.938	111.297	302.423	121.563	100.728
K03630	76.782	86.888	79.961	49.592	94.318	106.845
K03631	65.357	72.241	103.526	12.848	15.696	22.262
K03632	32.816	21.218	20.588	2.751	0	10.874
K03633	55.144	41.073	42.191	4.906	8.361	23.56
K03634	0.306	0.384	3.357	2.741	4.874	3.55
K03635	20.159	23.371	22.281	6.413	20.998	8.605
K03636	23.579	56.852	105.388	22.65	27.101	27.121
K03637	139.555	129.46	134.567	38.286	122.699	140.815
K03638	59.466	59.618	101.02	21.231	48.524	48.097
K03639	136.726	126.021	142.822	29.856	77.99	81.505
K03640	29.645	21.04	27.846	7.597	19.042	7.065
K03641	139.749	128.322	144.105	23.097	73.084	77.854
K03642	0.579	0.37	4.406	4.539	3.449	1.406
K03643	18.651	29.703	66.2	7.399	14.933	16.344
K03644	413.254	400.716	368.007	179.405	421.145	465.421
K03645	2.446	1.485	5.995	0.766	0	2.22
K03646	0.255	0	0.991	2.023	2.511	4.048
K03647	19.767	41.417	71.866	10.071	6.489	11.845
K03648	67.068	88.22	109.779	21.53	42.763	60.435
K03650	76.793	79.647	68.872	262.849	129.509	85.342
K03651	0.593	2.487	1.538	1.849	0.535	0.708
K03654	106.037	182.007	198.38	88.374	143.26	153.55
K03655	97.048	108.256	86.052	57.006	159.72	153.432
K03656	10.255	12.225	12.178	5.58	2.566	5.188
K03657	115.765	122.408	109.896	81.345	168.072	144.835
K03658	0.517	0.614	1.398	1.72	0	0
K03664	204.37	198.569	219.721	365.204	157.272	137.843
K03665	208.036	229.185	217.488	338.563	262.08	274.109
K03666	339.847	357.615	314.231	122.732	304.083	305.599
K03667	199.879	188.34	181.645	60.914	134.665	211.576
K03668	1.749	0	0.861	0.502	0	0
K03669	113.417	93.392	109.232	10.223	40.101	40.626
K03670	10.608	8.788	5.966	0.989	4.181	3.213
K03671	320.466	455.776	364.462	515.711	538.756	419.227
K03672	0	1.656	5.827	1.536	0	7.544
K03673	1.651	3.913	1.936	2.209	0.738	2.743
K03674	63.328	65.684	54.989	4.989	14.799	1.551
K03675	0	0	0.795	0	0	0.883
K03676	4.367	6.531	5.908	3.45	11.434	18.693
K03679	1.266	0	0.608	2.649	8.025	0
K03683	33.713	23.571	24.624	3.633	4.82	6.774
K03684	267.791	238.834	260.219	48.439	140.686	125.884
K03685	152.899	143.566	179.767	58.333	94.998	117.944
K03686	168.616	151.054	181.959	289.254	126.569	156.391
K03687	117.911	137.417	168.202	32.551	72.756	103.104
K03688	158.856	130.933	153.281	31.188	75.789	75.485
K03690	21.489	13.227	12.706	3.408	0	1.926
K03694	110.84	127.044	116.439	303.013	172.457	173.191
K03695	190.826	241.51	135.499	130.772	345.466	424.365
K03696	130.145	182.631	117.829	140.951	370.857	398.403
K03699	0	0	2.694	1.05	0	0
K03701	198.294	271.646	170.054	156.624	383.66	397.052
K03702	210.339	300.374	247.69	387.827	443.009	529.136
K03703	151.929	185.429	207.963	110.461	260.353	224.372
K03704	1188.239	1169.683	1154.642	434.947	855.08	852.496
K03705	102.834	103.618	120.78	26.033	68.067	71.431
K03709	0	0	4.578	3.995	11.533	6.492
K03710	18.164	45.054	66.322	8.605	17.934	19.93
K03711	289.954	381.511	321.601	157.688	445.066	364.233
K03717	43.112	33.294	32.321	4.366	6.208	13.739
K03718	166.487	260.164	208.133	173.684	369.2	326.881
K03719	141.064	213.612	331.638	67.158	93.669	112.672
K03720	4.562	2.092	4.381	0	0	0
K03721	11.753	12.218	12.025	0.957	0	0.633
K03722	12.506	7.716	10.247	2.249	2.471	0.712
K03723	88.228	113.576	90.24	82.906	200.827	204.479
K03724	38.057	32.733	33.079	14.001	53.69	72.02
K03726	0	0	0	0	2.698	0
K03732	51.545	34.456	37.365	6.53	9.292	5.084
K03733	117.788	108.058	136.025	26.186	48.909	43.329
K03734	28.399	59.564	79.192	19.766	19.564	29.014
K03735	0	0	0.102	0.477	1.729	1.053
K03736	0	0	0.19	0.443	2.141	0.596
K03737	82.344	167.365	104.519	94.909	197.376	200.635
K03738	4.585	8.25	0	2.761	10.046	30.632
K03741	29.15	19.418	17.922	13.918	25.907	23.282
K03742	0	0.631	0.114	0.399	0	0
K03743	0	0	0.551	2.695	2.055	4.584
K03744	32.478	76.684	48.854	47.5	126.628	119.103
K03745	43.244	76.711	102.803	36.026	10.342	23.727
K03746	43.62	64.324	121.733	22.926	18.929	32.246
K03747	14.324	7.703	12.983	8.537	7.325	6.495
K03748	0	0	5.53	2.482	0	10.578
K03749	0	2.021	3.977	0.923	2.075	2.557
K03750	75.301	47.959	47.453	3.649	13.971	21.083
K03752	35.727	20.594	27.707	6.147	14.229	12.609
K03753	22.967	15.162	10.025	2.73	5.699	1.162
K03756	0	0	0	0	0	2.257
K03757	0	0	0	0	0	0.743
K03758	0	0	0	0	0	0.714
K03759	0	0	0	0	0	1.043
K03760	0	0.481	0.174	0.203	0	1.817
K03761	0	0	0	0	0	2.299
K03764	49.966	52.44	46.818	5.124	10.971	3.546
K03765	0	0	0	0	0	0.344
K03767	0.501	0.592	2.078	289.181	29.464	15.719
K03768	50.949	37.224	49.52	14.241	21.391	27.858
K03769	36.336	20.034	24.73	8.189	4.431	20.364
K03770	5.087	11.047	11.887	4.128	13.151	13.294
K03771	35.699	50.209	46.261	22.535	44.546	65.985
K03772	17.228	8.432	15.34	2.356	1.154	1.327
K03773	17.009	9.254	8.87	3.298	1.852	3.552
K03774	18.079	10.493	19.153	2.119	2.851	8.739
K03775	45.226	32.359	37.432	4.315	5.706	2.501
K03776	15.486	44.346	89.759	14.046	16.764	8.403
K03777	19.87	15.87	17.266	0.568	0	2.24
K03778	0.686	6.695	6.514	3.782	10.478	7.745
K03779	6.75	5.902	3.828	6.658	16.801	30.994
K03780	2.987	3.434	1.21	2.101	2.986	7.023
K03781	37.226	46.535	24.357	40.199	105.017	89.203
K03782	123.401	170.39	104.928	72.13	164.488	240.274
K03783	25.679	40.552	29.607	29.78	74.867	68.423
K03784	283.345	212.108	254.052	46.304	104.667	118.446
K03785	0	0	0	0	2.901	0
K03786	53.868	50.086	44.326	31.418	46.329	35.719
K03787	24.318	73.332	93.676	30.348	50.024	66.11
K03788	0	0	0	0	0	1.56
K03789	0	0	0.384	1.737	3.92	1.644
K03790	129.662	103.478	128.29	32.789	52.686	42.288
K03793	0.68	0.8	0.433	1.266	1.222	0
K03795	1.592	0	1.2	1.314	8.275	1.23
K03796	0	4.012	1.197	0.955	2.306	0.562
K03797	180.096	217.758	236.314	106.483	211.979	223.958
K03798	154.391	231.779	111.249	351.308	317.996	389.426
K03799	29.47	20.856	21.462	9.773	38.359	48.761
K03800	0.291	0	2.647	2.849	2.089	3.031
K03801	186.218	234.227	208.137	99.991	207.293	195.576
K03802	5.525	9.284	10.694	20.738	38.078	24.93
K03803	3.587	2.25	3.154	2.487	0	2.003
K03804	36.811	24.637	26.695	5.05	13.559	14.679
K03805	0	0	0	0	0	6.409
K03806	0.504	0.597	0.49	1.463	1.546	1.093
K03807	0.285	0.337	0	0.416	0.49	4.285
K03808	13.967	9.148	8.582	1.094	9.953	7.325
K03809	7.599	12.054	8.599	6.22	8.24	9.328
K03810	0	0	0	0	0	0.568
K03811	28.849	27.295	28.554	15.082	18.589	10.858
K03812	4.538	1.066	20.591	10.312	0	12.958
K03814	0	0	0.219	0	1.294	2.279
K03815	0	0	0	0	0	1.286
K03817	0	0	0	0.363	0	1.127
K03820	5.355	5.701	6.087	3.92	9.52	10.966
K03821	20.384	56.27	98.792	19.062	44.059	39.267
K03823	17.767	1.025	0	2.315	2.532	1.159
K03824	0.565	0.667	0.647	0.356	0	1.241
K03826	0	0	0	0	0	1.509
K03827	0	3.851	0	0	0	0
K03828	0.512	0	2.745	1.377	0	2.482
K03830	5.289	16.69	25.849	7.535	12.768	2.622
K03831	5.075	12.881	1.869	1.042	7.748	12.186
K03832	16.016	44.063	41.185	26.239	45.522	67.599
K03833	0	0	0	0	0	1.285
K03834	16.431	13.558	17.496	1.166	0.36	0
K03835	0.192	0.453	0	0	0	0.402
K03837	45.206	36.106	38.337	2.293	5.639	1.516
K03839	84.663	50.797	54.254	7.9	3.954	5.553
K03840	1.495	0	1.706	1.189	0	2.362
K03841	102.349	164.511	123.502	100.428	227.025	196.16
K03851	31.813	51.998	85.786	26.548	44.15	40.13
K03852	152.046	105.23	73.894	37.238	128.243	188.696
K03855	0	0	0	0	1.561	0
K03856	12.875	29.568	7.744	6.142	23.35	16.456
K03862	7.755	7.146	5.807	8.529	29.84	33.367
K03879	0	0	0	0	0	0.728
K03881	0	0	0	0	0	0.777
K03882	0	0	0	0	0	3.217
K03885	35.027	46.824	44.822	28.914	51.574	37.618
K03892	43.704	62.281	30.32	15.172	29.618	26.67
K03894	0	0	0	0	0	0.28
K03895	0	0	0	0	0	0.276
K03897	0	0	0	0	0	1.552
K03919	11.641	5.887	3.319	0.844	6.459	2.3
K03921	33.542	60.189	57.503	48.664	99.721	94.323
K03923	2.642	12.52	8.166	9.486	20.737	18.009
K03924	350.534	473.868	388.478	260.92	563.371	696.912
K03925	53.573	30.373	36.902	25.871	46.277	61.61
K03926	0	0	0	0.856	3.529	2.319
K03929	0.153	0	0	0	0	0
K03931	0.197	0	0.378	0.221	0	0
K03932	15.785	0	0	0	0	0
K03933	0	0.547	1.949	0.342	0	0
K03940	13.311	13.747	3.133	5.698	26.091	23.69
K03941	1.674	1.492	0	0.404	2.733	0.592
K03969	8.768	10.809	9.349	5.431	9.774	9.717
K03970	0	0	4.687	3.523	0	0
K03972	0	0	0.648	0.756	0	0
K03973	1.653	7.17	2.477	1.761	3.309	0
K03974	1.968	1.941	2.935	1.901	7.366	1.063
K03975	0	0	0	0	0	5.139
K03976	2.28	1.471	4.865	1.391	2.247	4.105
K03977	259.465	307.242	286.851	157.307	335.744	319.198
K03978	199.337	197.669	199.904	59.356	165.682	174.45
K03979	184.22	176.159	190.697	256.232	187.369	164.871
K03980	143.438	79.316	87.372	11.529	34.573	51.286
K03981	0	1.17	1.412	1.467	4.247	6.117
